order,timeline_start,timeline_end,source_start,source_end,kind,story_beat,audio_level,narration,purpose,clip
19,185.966,196.8,623.326,634.158,narration,setup,0.18,악마를 상대해 온 남자를 쓰러뜨린 것은 다름 아닌 폐암이었습니다.,악마를 상대해 온 남자를 쓰러뜨린 것은 다름 아닌 폐암이었습니다.,clips\clip_019_narration.mp4
20,196.8,206.758,659.078,668.982,movie_dialogue,setup,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_020_movie_dialogue.mp4
21,206.758,214.841,696.578,704.626,narration,setup,0.18,남은 시간이 짧다는 진단은 그의 모든 선택을 거래로 바꿔 놓습니다.,남은 시간이 짧다는 진단은 그의 모든 선택을 거래로 바꿔 놓습니다.,clips\clip_021_narration.mp4
22,214.841,222.883,734.402,742.397,narration,inciting_incident,0.18,"같은 밤, 형사 안젤라는 쌍둥이 동생 이사벨의 죽음을 통보받습니다.","같은 밤, 형사 안젤라는 쌍둥이 동생 이사벨의 죽음을 통보받습니다.",clips\clip_022_narration.mp4
23,222.883,234.425,771.565,783.046,movie_dialogue,inciting_incident,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_023_movie_dialogue.mp4
24,234.425,243.675,813.848,823.074,narration,inciting_incident,0.18,병원의 결론은 자살이지만 안젤라는 그 말을 조금도 믿지 않죠.,병원의 결론은 자살이지만 안젤라는 그 말을 조금도 믿지 않죠.,clips\clip_024_narration.mp4
25,243.675,256.55,852.234,865.047,narration,inciting_incident,0.18,독실한 이사벨이 스스로 지옥을 택할 리 없다는 확신 때문입니다.,독실한 이사벨이 스스로 지옥을 택할 리 없다는 확신 때문입니다.,clips\clip_025_narration.mp4
26,256.55,265.008,897.483,905.888,movie_dialogue,inciting_incident,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_026_movie_dialogue.mp4
27,265.008,275.841,933.157,943.92,narration,inciting_incident,0.18,"한 사람은 죽음을 피하려 하고, 다른 한 사람은 죽음의 이유를 쫓습니다.","한 사람은 죽음을 피하려 하고, 다른 한 사람은 죽음의 이유를 쫓습니다.",clips\clip_027_narration.mp4
28,275.841,285.716,973.572,983.413,narration,inciting_incident,0.18,아직 만나지 않은 두 사람의 사건은 이미 같은 곳을 향하고 있었죠.,아직 만나지 않은 두 사람의 사건은 이미 같은 곳을 향하고 있었죠.,clips\clip_028_narration.mp4
29,285.716,293.758,1016.644,1024.639,movie_dialogue,inciting_incident,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_029_movie_dialogue.mp4
30,293.758,305.3,1052.834,1064.315,narration,inciting_incident,0.18,"이사벨은 마지막 순간, 누군가에게 들려주려는 이름을 남깁니다.","이사벨은 마지막 순간, 누군가에게 들려주려는 이름을 남깁니다.",clips\clip_030_narration.mp4
31,305.3,313.8,1100.493,1108.954,narration,rising_action,0.18,콘스탄틴은 친구 비먼에게 규칙을 깨려 한 악마의 전례를 조사시킵니다.,콘스탄틴은 친구 비먼에게 규칙을 깨려 한 악마의 전례를 조사시킵니다.,clips\clip_031_narration.mp4
32,313.8,326.008,1162.122,1174.271,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_032_movie_dialogue.mp4
33,326.008,335.8,1207.907,1217.669,narration,rising_action,0.18,동시에 가브리엘에게 수명과 천국행을 요구하지만 답은 냉정합니다.,동시에 가브리엘에게 수명과 천국행을 요구하지만 답은 냉정합니다.,clips\clip_033_narration.mp4
34,335.8,349.425,1260.198,1273.757,narration,rising_action,0.18,그의 퇴마는 희생이 아니라 지옥을 피하려는 계산으로 평가됐기 때문이죠.,그의 퇴마는 희생이 아니라 지옥을 피하려는 계산으로 평가됐기 때문이죠.,clips\clip_034_narration.mp4
35,349.425,358.383,1322.157,1331.052,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_035_movie_dialogue.mp4
36,358.383,369.841,1369.175,1380.564,narration,rising_action,0.18,바로 그때 안젤라가 동생의 죽음을 조사해 달라며 그를 찾아옵니다.,바로 그때 안젤라가 동생의 죽음을 조사해 달라며 그를 찾아옵니다.,clips\clip_036_narration.mp4
37,369.841,380.3,1423.614,1434.027,narration,rising_action,0.18,콘스탄틴은 거절하지만 이사벨의 사건에는 익숙한 악취가 배어 있습니다.,콘스탄틴은 거절하지만 이사벨의 사건에는 익숙한 악취가 배어 있습니다.,clips\clip_037_narration.mp4
38,380.3,388.8,1478.493,1486.954,narration,rising_action,0.18,거리에서는 혼혈종이 대놓고 그를 공격하며 경고를 현실로 만듭니다.,거리에서는 혼혈종이 대놓고 그를 공격하며 경고를 현실로 만듭니다.,clips\clip_038_narration.mp4
39,388.8,401.008,1536.121,1548.27,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_039_movie_dialogue.mp4
40,401.008,410.8,1585.907,1595.669,narration,rising_action,0.18,결국 그는 중립지대의 주인 파파 미드나잇에게 확인을 받으려 합니다.,결국 그는 중립지대의 주인 파파 미드나잇에게 확인을 받으려 합니다.,clips\clip_040_narration.mp4
41,410.8,418.508,1640.855,1648.51,narration,rising_action,0.18,미드나잇의 클럽은 천국과 지옥 양쪽이 싸움을 멈추는 장소입니다.,미드나잇의 클럽은 천국과 지옥 양쪽이 싸움을 멈추는 장소입니다.,clips\clip_041_narration.mp4
42,418.508,429.55,1687.022,1698.014,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_042_movie_dialogue.mp4
43,429.55,438.383,1748.325,1757.158,narration,rising_action,0.18,하지만 미드나잇은 악마의 직접 침입은 불가능하다며 경고를 무시하죠.,하지만 미드나잇은 악마의 직접 침입은 불가능하다며 경고를 무시하죠.,clips\clip_043_narration.mp4
44,438.383,450.716,1806.141,1818.409,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_044_movie_dialogue.mp4
45,450.716,458.764,1856.678,1864.726,narration,rising_action,0.18,그 틈을 타 혼혈 악마 발사자르는 콘스탄틴의 죽음을 조롱합니다.,그 틈을 타 혼혈 악마 발사자르는 콘스탄틴의 죽음을 조롱합니다.,clips\clip_045_narration.mp4
46,458.764,469.139,1909.663,1919.968,narration,rising_action,0.18,도움을 얻지 못한 콘스탄틴 앞에 안젤라가 다시 나타납니다.,도움을 얻지 못한 콘스탄틴 앞에 안젤라가 다시 나타납니다.,clips\clip_046_narration.mp4
47,469.139,478.598,1970.306,1979.727,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_047_movie_dialogue.mp4
48,478.598,486.306,2018.855,2026.51,narration,rising_action,0.18,악마를 믿지 않는 형사와 신을 원망하는 퇴마사는 처음부터 충돌하죠.,악마를 믿지 않는 형사와 신을 원망하는 퇴마사는 처음부터 충돌하죠.,clips\clip_048_narration.mp4
49,486.306,497.348,2089.632,2100.624,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_049_movie_dialogue.mp4
50,497.348,506.181,2126.326,2135.157,narration,rising_action,0.18,"그러나 건물의 불이 꺼지고, 보이지 않던 존재들이 두 사람을 포위합니다.","그러나 건물의 불이 꺼지고, 보이지 않던 존재들이 두 사람을 포위합니다.",clips\clip_050_narration.mp4
51,506.181,514.806,2183.146,2191.71,narration,rising_action,0.18,콘스탄틴은 안젤라를 노리는 날개 달린 악마들을 단숨에 태워 버립니다.,콘스탄틴은 안젤라를 노리는 날개 달린 악마들을 단숨에 태워 버립니다.,clips\clip_051_narration.mp4
52,514.806,527.139,2247.208,2259.505,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_052_movie_dialogue.mp4
53,527.139,537.056,2302.553,2312.435,narration,rising_action,0.18,눈앞의 증거를 본 안젤라는 이제 동생의 말을 외면할 수 없습니다.,눈앞의 증거를 본 안젤라는 이제 동생의 말을 외면할 수 없습니다.,clips\clip_053_narration.mp4
54,537.056,550.848,2360.824,2374.549,narration,rising_action,0.18,콘스탄틴은 이사벨이 어디로 갔는지 직접 확인하겠다고 제안하죠.,콘스탄틴은 이사벨이 어디로 갔는지 직접 확인하겠다고 제안하죠.,clips\clip_054_narration.mp4
55,550.848,559.889,2426.512,2435.515,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_055_movie_dialogue.mp4
56,559.889,571.431,2481.812,2493.341,narration,rising_action,0.18,"그가 고른 통로는 주문도 문도 아닌, 양쪽을 넘나드는 고양이입니다.","그가 고른 통로는 주문도 문도 아닌, 양쪽을 넘나드는 고양이입니다.",clips\clip_056_narration.mp4
57,571.431,579.514,2537.979,2546.026,narration,rising_action,0.18,고양이와 물을 매개로 콘스탄틴은 잠시 지옥의 경계로 넘어갑니다.,고양이와 물을 매개로 콘스탄틴은 잠시 지옥의 경계로 넘어갑니다.,clips\clip_057_narration.mp4
58,579.514,591.098,2587.339,2598.893,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_058_movie_dialogue.mp4
59,591.098,600.389,2633.422,2642.707,narration,rising_action,0.18,그곳에서 이사벨을 발견하며 자살이라는 사실 자체는 확인됩니다.,그곳에서 이사벨을 발견하며 자살이라는 사실 자체는 확인됩니다.,clips\clip_059_narration.mp4
60,600.389,613.306,2679.797,2692.692,narration,rising_action,0.18,문제는 독실한 그녀가 왜 영원한 고통까지 감수했느냐는 것이죠.,문제는 독실한 그녀가 왜 영원한 고통까지 감수했느냐는 것이죠.,clips\clip_060_narration.mp4
61,613.306,621.806,2712.882,2721.341,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_061_movie_dialogue.mp4
62,621.806,632.639,2776.726,2787.558,narration,rising_action,0.18,콘스탄틴은 자신도 어린 시절 죽었다가 지옥에서 돌아왔다고 고백합니다.,콘스탄틴은 자신도 어린 시절 죽었다가 지옥에서 돌아왔다고 고백합니다.,clips\clip_062_narration.mp4
63,632.639,642.598,2825.143,2835.047,narration,rising_action,0.18,그가 악마를 보는 능력을 저주라 부르는 이유도 바로 그 경험 때문입니다.,그가 악마를 보는 능력을 저주라 부르는 이유도 바로 그 경험 때문입니다.,clips\clip_063_narration.mp4
64,642.598,650.681,2873.979,2882.026,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_064_movie_dialogue.mp4
65,650.681,662.306,2920.401,2931.955,narration,rising_action,0.18,안젤라는 동생 역시 같은 존재들을 봤지만 혼자 외면했다고 털어놓습니다.,안젤라는 동생 역시 같은 존재들을 봤지만 혼자 외면했다고 털어놓습니다.,clips\clip_065_narration.mp4
66,662.306,671.598,2969.422,2978.707,narration,rising_action,0.18,두 사람은 이사벨이 죽음으로 쌍둥이 언니에게 메시지를 남겼다고 판단하죠.,두 사람은 이사벨이 죽음으로 쌍둥이 언니에게 메시지를 남겼다고 판단하죠.,clips\clip_066_narration.mp4
67,671.598,684.556,3031.367,3044.262,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_067_movie_dialogue.mp4
68,684.556,693.056,3065.793,3074.252,narration,rising_action,0.18,병실의 창문에는 성경에 존재하지 않는 장과 절이 나타납니다.,병실의 창문에는 성경에 존재하지 않는 장과 절이 나타납니다.,clips\clip_068_narration.mp4
69,693.056,703.889,3112.726,3123.558,narration,rising_action,0.18,"단서는 틀린 것이 아니라, 인간의 성경을 가리킨 것이 아니었습니다.","단서는 틀린 것이 아니라, 인간의 성경을 가리킨 것이 아니었습니다.",clips\clip_069_narration.mp4
70,703.889,713.848,3166.418,3176.322,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_070_movie_dialogue.mp4
71,713.848,721.931,3209.978,3218.026,narration,rising_action,0.18,비먼은 지옥의 성경을 펼쳐 그 문장이 예고하는 존재를 찾아냅니다.,비먼은 지옥의 성경을 펼쳐 그 문장이 예고하는 존재를 찾아냅니다.,clips\clip_071_narration.mp4
72,721.931,730.098,3256.584,3264.73,narration,reversal,0.18,"예언의 주인공은 사탄의 아들 마몬, 아버지의 왕국을 탐내는 존재입니다.","예언의 주인공은 사탄의 아들 마몬, 아버지의 왕국을 탐내는 존재입니다.",clips\clip_072_narration.mp4
73,730.098,741.848,3302.596,3314.293,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_073_movie_dialogue.mp4
74,741.848,751.306,3346.02,3355.419,narration,reversal,0.18,그가 이승에 오려면 강력한 영매와 신의 도움이 동시에 필요합니다.,그가 이승에 오려면 강력한 영매와 신의 도움이 동시에 필요합니다.,clips\clip_074_narration.mp4
75,751.306,764.389,3394.021,3407.076,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_075_movie_dialogue.mp4
76,764.389,773.014,3436.396,3444.96,narration,reversal,0.18,해답을 전하던 비먼은 누군가의 공격을 받고 목숨을 잃습니다.,해답을 전하던 비먼은 누군가의 공격을 받고 목숨을 잃습니다.,clips\clip_076_narration.mp4
77,773.014,784.014,3480.315,3491.281,narration,reversal,0.18,죽어 가는 친구가 남긴 단서는 사건이 이미 강림 단계에 왔음을 뜻하죠.,죽어 가는 친구가 남긴 단서는 사건이 이미 강림 단계에 왔음을 뜻하죠.,clips\clip_077_narration.mp4
78,784.014,794.098,3528.781,3538.807,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_078_movie_dialogue.mp4
79,794.098,802.306,3571.584,3579.731,narration,reversal,0.18,그리고 안젤라는 자신도 이사벨과 같은 것들을 봤다고 인정합니다.,그리고 안젤라는 자신도 이사벨과 같은 것들을 봤다고 인정합니다.,clips\clip_079_narration.mp4
80,802.306,810.223,3618.558,3626.408,narration,rising_action,0.18,안젤라는 동생을 외면한 죄책감 때문에 잃었던 능력을 되찾기로 합니다.,안젤라는 동생을 외면한 죄책감 때문에 잃었던 능력을 되찾기로 합니다.,clips\clip_080_narration.mp4
81,810.223,821.556,3661.288,3672.56,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_081_movie_dialogue.mp4
82,821.556,830.681,3716.197,3725.255,narration,rising_action,0.18,콘스탄틴은 한번 저들을 보면 저들도 그녀를 본다고 분명히 경고하죠.,콘스탄틴은 한번 저들을 보면 저들도 그녀를 본다고 분명히 경고하죠.,clips\clip_082_narration.mp4
83,830.681,843.306,3763.703,3776.283,narration,rising_action,0.18,그럼에도 안젤라는 물속으로 들어가 지옥의 모습을 정면으로 마주합니다.,그럼에도 안젤라는 물속으로 들어가 지옥의 모습을 정면으로 마주합니다.,clips\clip_083_narration.mp4
84,843.306,851.598,3816.819,3825.072,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_084_movie_dialogue.mp4
85,851.598,862.223,3862.79,3873.357,narration,rising_action,0.18,깨어난 감각은 그녀의 뛰어난 사격 실력까지 다른 의미로 바꿉니다.,깨어난 감각은 그녀의 뛰어난 사격 실력까지 다른 의미로 바꿉니다.,clips\clip_085_narration.mp4
86,862.223,871.931,3917.378,3927.039,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_086_movie_dialogue.mp4
87,871.931,879.848,3962.195,3970.045,narration,rising_action,0.18,이제 그녀는 악마의 흔적을 보고 냄새까지 맡을 수 있게 됩니다.,이제 그녀는 악마의 흔적을 보고 냄새까지 맡을 수 있게 됩니다.,clips\clip_087_narration.mp4
88,879.848,891.181,4009.746,4021.018,narration,rising_action,0.18,그 능력은 숨어 있던 발사자르의 위치를 곧바로 드러내죠.,그 능력은 숨어 있던 발사자르의 위치를 곧바로 드러내죠.,clips\clip_088_narration.mp4
89,891.181,900.306,4059.833,4068.891,movie_dialogue,rising_action,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_089_movie_dialogue.mp4
90,900.306,912.931,4107.339,4119.918,narration,rising_action,0.18,친구들을 잃은 콘스탄틴은 균형보다 복수를 먼저 선택합니다.,친구들을 잃은 콘스탄틴은 균형보다 복수를 먼저 선택합니다.,clips\clip_090_narration.mp4
91,912.931,920.598,4156.815,4164.449,narration,reversal,0.18,콘스탄틴은 발사자르에게 악마가 가장 두려워하는 천국행을 들이밉니다.,콘스탄틴은 발사자르에게 악마가 가장 두려워하는 천국행을 들이밉니다.,clips\clip_091_narration.mp4
92,920.598,931.598,4191.193,4202.155,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_092_movie_dialogue.mp4
93,931.598,940.473,4246.286,4255.095,narration,reversal,0.18,심문 끝에 예수의 피가 묻은 숙명의 창이 강림의 도구임이 밝혀집니다.,심문 끝에 예수의 피가 묻은 숙명의 창이 강림의 도구임이 밝혀집니다.,clips\clip_093_narration.mp4
94,940.473,952.764,4289.745,4301.979,narration,reversal,0.18,신의 아들을 죽인 피가 이번에는 사탄의 아들을 낳는 열쇠가 된 것이죠.,신의 아들을 죽인 피가 이번에는 사탄의 아들을 낳는 열쇠가 된 것이죠.,clips\clip_094_narration.mp4
95,952.764,960.848,4336.088,4344.114,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_095_movie_dialogue.mp4
96,960.848,971.139,4380.625,4390.902,narration,reversal,0.18,마지막 조건인 강력한 영매 역시 이미 적들의 눈앞에 있었습니다.,마지막 조건인 강력한 영매 역시 이미 적들의 눈앞에 있었습니다.,clips\clip_096_narration.mp4
97,971.139,980.598,4426.022,4435.418,narration,reversal,0.18,발사자르의 진짜 표적은 처음부터 안젤라였다는 사실이 드러납니다.,발사자르의 진짜 표적은 처음부터 안젤라였다는 사실이 드러납니다.,clips\clip_097_narration.mp4
98,980.598,988.306,4475.436,4483.07,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_098_movie_dialogue.mp4
99,988.306,999.306,4515.317,4526.279,narration,reversal,0.18,더 끔찍한 건 콘스탄틴의 의식이 그녀의 능력을 완전히 깨웠다는 점입니다.,더 끔찍한 건 콘스탄틴의 의식이 그녀의 능력을 완전히 깨웠다는 점입니다.,clips\clip_099_narration.mp4
100,999.306,1008.181,4561.286,4570.095,narration,reversal,0.18,도움을 주려던 선택이 적의 계획을 완성한 셈이 되어 버렸죠.,도움을 주려던 선택이 적의 계획을 완성한 셈이 되어 버렸죠.,clips\clip_100_narration.mp4
101,1008.181,1020.473,4607.985,4620.219,movie_dialogue,reversal,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_101_movie_dialogue.mp4
102,1020.473,1028.514,4651.64,4659.663,narration,reversal,0.18,그 사실을 깨닫는 순간 안젤라는 보이지 않는 힘에 납치됩니다.,그 사실을 깨닫는 순간 안젤라는 보이지 않는 힘에 납치됩니다.,clips\clip_102_narration.mp4
103,1028.514,1037.098,4703.146,4711.71,narration,crisis,0.18,콘스탄틴은 중립을 고집하던 미드나잇에게 마지막 도움을 요구합니다.,콘스탄틴은 중립을 고집하던 미드나잇에게 마지막 도움을 요구합니다.,clips\clip_103_narration.mp4
104,1037.098,1049.431,4768.687,4780.984,movie_dialogue,crisis,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_104_movie_dialogue.mp4
105,1049.431,1059.348,4822.553,4832.435,narration,crisis,0.18,친구들의 죽음과 임박한 강림 앞에서 중립이라는 명분도 무너지기 시작하죠.,친구들의 죽음과 임박한 강림 앞에서 중립이라는 명분도 무너지기 시작하죠.,clips\clip_105_narration.mp4
106,1059.348,1073.139,4880.824,4894.549,narration,crisis,0.18,사형수의 의자를 이용한 추적 끝에 안젤라의 위치가 드러납니다.,사형수의 의자를 이용한 추적 끝에 안젤라의 위치가 드러납니다.,clips\clip_106_narration.mp4
107,1073.139,1082.181,4959.712,4968.715,movie_dialogue,crisis,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_107_movie_dialogue.mp4
108,1082.181,1093.764,5001.812,5013.341,narration,crisis,0.18,이제 남은 시간은 마몬이 그녀의 몸을 열기 전까지뿐입니다.,이제 남은 시간은 마몬이 그녀의 몸을 열기 전까지뿐입니다.,clips\clip_108_narration.mp4
109,1093.764,1101.685,5055.254,5063.175,narration,crisis,0.18,혼자 가려던 콘스탄틴을 채즈가 막아서며 처음으로 전투에 합류합니다.,혼자 가려던 콘스탄틴을 채즈가 막아서며 처음으로 전투에 합류합니다.,clips\clip_109_narration.mp4
110,1101.685,1113.102,5095.518,5106.892,movie_dialogue,crisis,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_110_movie_dialogue.mp4
111,1113.102,1122.269,5138.342,5147.482,narration,crisis,0.18,두 사람의 무기는 총보다 평범한 스프링클러와 십자가에 가깝습니다.,두 사람의 무기는 총보다 평범한 스프링클러와 십자가에 가깝습니다.,clips\clip_111_narration.mp4
112,1122.269,1135.019,5178.56,5191.254,narration,crisis,0.18,건물 전체의 물을 성수로 바꾸는 순간 혼혈종들의 우위가 뒤집힙니다.,건물 전체의 물을 성수로 바꾸는 순간 혼혈종들의 우위가 뒤집힙니다.,clips\clip_112_narration.mp4
113,1135.019,1143.394,5222.343,5230.671,narration,crisis,0.18,콘스탄틴은 균형을 깬 대가를 치르라며 지옥의 군단을 몰아붙입니다.,콘스탄틴은 균형을 깬 대가를 치르라며 지옥의 군단을 몰아붙입니다.,clips\clip_113_narration.mp4
114,1143.394,1154.102,5265.643,5276.306,movie_dialogue,crisis,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_114_movie_dialogue.mp4
115,1154.102,1163.852,5305.34,5315.089,narration,crisis,0.18,그러나 전투의 목적은 승리가 아니라 안젤라를 제시간에 찾는 것입니다.,그러나 전투의 목적은 승리가 아니라 안젤라를 제시간에 찾는 것입니다.,clips\clip_115_narration.mp4
116,1163.852,1171.81,5347.981,5355.902,narration,crisis,0.18,마몬은 이미 그녀의 몸 안에서 인간 세상으로 나오고 있었죠.,마몬은 이미 그녀의 몸 안에서 인간 세상으로 나오고 있었죠.,clips\clip_116_narration.mp4
117,1171.81,1183.227,5388.245,5399.619,narration,crisis,0.18,채즈와 콘스탄틴은 배운 모든 퇴마 의식을 한꺼번에 쏟아냅니다.,채즈와 콘스탄틴은 배운 모든 퇴마 의식을 한꺼번에 쏟아냅니다.,clips\clip_117_narration.mp4
118,1183.227,1192.435,5445.656,5454.796,movie_dialogue,crisis,0.94,,핵심 대사와 반응으로 직전 설명을 확인,clips\clip_118_movie_dialogue.mp4
119,1192.435,1205.185,5471.287,5483.983,narration,crisis,0.18,잠시 안젤라를 되찾은 듯했지만 방 안의 기운은 오히려 더 강해집니다.,잠시 안젤라를 되찾은 듯했지만 방 안의 기운은 오히려 더 강해집니다.,clips\clip_119_narration.mp4
